ResponseId,EndDate,team_name,themes,Issue,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,confidence,subexpert,pub,basis,numpred_4,covidcondyn,covidmeas,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,Method
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",ideoldem,45,46,47,47,48,48,49,47,45,44,44,43,5,5,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",polar,79,80,82,82,83,84,84,82,80,78,78,77,4,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",iasian,0.4,0.42,0.4,0.41,0.4,0.43,0.43,0.44,0.42,0.41,0.4,0.4,5,6,2,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",easian,0.13,0.14,0.14,0.12,0.13,0.11,0.1,0.09,0.06,0.03,0.01,0.01,5,6,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",iafric,0.33,0.32,0.31,0.33,0.32,0.32,0.31,0.3,0.32,0.31,0.3,0.31,5,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3GeUUZmieHau8Rz,6/6/2020 16:39,Tosbik,"3,4,5,6,7,8",eafric,-0.07,-0.09,-0.1,-0.11,-0.09,-0.1,-0.12,-0.12,-0.1,-0.13,-0.14,-0.13,6,6,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1cUmnrLL3pNI6X1,6/6/2020 17:10,platypus,1,lifesat,4.581775883,6.008450876,5.582237763,5.948120104,6.0088404,6.0426352,6.07643,6.1017761,6.100196704,6.090739159,6.018981922,5.974150181,3,6,2,"1,2,4",3,1,5,876345,725234,185000,62000,0,0,0,0,62000,123000,308000,431000,Mixed
R_2QEsKcVwjBbb3Lr,6/6/2020 17:15,Junesix,"3,4",ideolrep,34,34,35,36,37,38,40,39,39,41,41,43,3,6,1,"2,4",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_2QEsKcVwjBbb3Lr,6/6/2020 17:15,Junesix,"3,4",ideoldem,45,45,46,46,45,45,46,46,46,47,46,47,3,6,1,"2,4",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_2QEsKcVwjBbb3Lr,6/6/2020 17:15,Junesix,"3,4",polar,82,84,86,85,87,89,89,87,86,85,86,87,3,9,1,"2,4",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_0c5ro6cmDAEkigF,6/6/2020 18:00,ForeverJung90,"2,4,8,10",posaffect,-1.1,-0.9,-0.9,-0.9,-0.9,-0.9,-1.1,-1.1,-1.2,-1.2,-1.2,-1.2,5,9,1,"1,2",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_0c5ro6cmDAEkigF,6/6/2020 18:00,ForeverJung90,"2,4,8,10",negaffect,1.5,1.5,1.5,1.5,1.4,1.4,1,1,1.1,1.1,1.1,1.1,5,9,1,"1,2",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_0c5ro6cmDAEkigF,6/6/2020 18:00,ForeverJung90,"2,4,8,10",polar,82,89,89,89,89,89,92,92,75,75,77,77,5,9,1,"1,2",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_0c5ro6cmDAEkigF,6/6/2020 18:00,ForeverJung90,"2,4,8,10",eafric,-0.06,0.03,0.03,0.03,0.03,0.05,0.04,0.04,0,-0.05,-0.05,-0.05,6,10,1,"1,2",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_0c5ro6cmDAEkigF,6/6/2020 18:00,ForeverJung90,"2,4,8,10",egend,0.81,0.81,0.81,0.85,0.85,0.85,0.81,0.81,0.8,0.82,0.82,0.82,6,10,1,"1,2",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1oaRGDe9cvpFKUI,6/6/2020 23:06,Waterloo Purple Jackets,1,lifesat,6.421657133,6.404696788,6.380576899,6.36,6.37,6.4,6.42,6.44,6.43,6.42,6.41,6.42,5,4,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",lifesat,6.480284,6.411449,6.336848,6.375438,6.386695,6.411736,6.407938,6.437951,6.451646,6.466238,6.459458,6.447009,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.493233,-0.79957,-1.291247,-1.506659,-0.435867,-0.849806,-1.264781,-1.458446,-0.7979,-0.760297,-1.243443,-1.228803,6,10,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",negaffect,0.710697,0.80337,0.971229,1.505267,0.811257,0.836564,1.017887,1.390591,0.871955,0.754317,1.1283,1.236912,6,10,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",ideolrep,33.716,32.488,32.226,32.769,33.906,35.306,36.662,37.717,38.32,38.426,38.099,37.473,5,9,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",ideoldem,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,5,9,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",polar,85.925523,87.004302,88.440023,80.150398,84.22451,86.806114,85.154253,86.924462,89.496445,88.460859,86.570285,88.326855,6,9,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",iasian,0.372507,0.334525,0.386056,0.364222,0.393331,0.398675,0.378888,0.334726,0.339738,0.391988,0.387662,0.363785,5,6,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",easian,-0.10991,0.049419,-0.077526,-0.14619,-0.036236,0.028226,-0.103182,0.004246,-0.08988,-0.02212,0.026554,-0.144069,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",iafric,0.332312,0.322258,0.320062,0.294682,0.320668,0.330294,0.321792,0.318394,0.319167,0.311965,0.323192,0.327273,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",eafric,-0.024326,-0.067146,-0.123192,-0.143078,-0.136272,-0.16062,-0.142415,-0.061866,-0.095618,-0.14626,-0.129957,-0.139493,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",igend,0.370685,0.346239,0.331944,0.378714,0.348919,0.355908,0.360306,0.355144,0.333946,0.353772,0.360745,0.355293,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2aqnCmMqeKGKVmb,6/7/2020 2:18,LongerSquigglyLines,"1,2,3,4,5,6,7,8,9,10",egend,0.783649,0.728947,0.878209,0.861672,0.763955,0.739627,0.66998,0.790109,0.787122,0.737026,0.768285,0.798529,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2WCOi1uh4qS2VYm,6/7/2020 3:17,Turing Tesla Solutions,"3,4,6,8",eafric,-0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",lifesat,6.4,6.3,6.3,6.3,6.4,6.4,6.4,6.44,6.38,6.36,6.35,6.4,5,5,2,1,40,1,5,650000,660000,670000,680000,700000,650000,640000,550000,500000,450000,450000,500000,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.8,-0.95,-0.9,-0.8,-1.4,-1.2,-1.3,-0.8,-1,-0.4,-1.15,-0.8,5,5,2,"1,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",negaffect,1.45,1.35,1.4,1.45,1,1.2,1.1,1.45,1.25,1.45,1.25,1.45,5,5,2,"1,4",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",ideolrep,38,39,36,35,36,34,35,36,37,35,35,34,4,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",ideoldem,40,39,41,43,45,40,41,42,43,41,41,40,4,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",polar,82,84,80,83,80,84,80,84,81,85,81,86,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",iasian,0.43,0.41,0.38,0.42,0.44,0.42,0.43,0.44,0.43,0.45,0.38,0.46,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",easian,0.1,-0.05,0.11,0.08,-0.02,0.06,0,0.05,0.01,0.07,0.03,0.1,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",iafric,0.33,0.32,0.32,0.33,0.33,0.34,0.33,0.33,0.31,0.33,0.34,0.34,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",eafric,-0.07,-0.08,-0.09,-0.1,-0.08,-0.07,-0.08,-0.07,-0.1,-0.11,-0.08,-0.08,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",igend,0.37,0.38,0.37,0.39,0.38,0.37,0.38,0.37,0.38,0.35,0.38,0.37,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3rTfOKhM5Oxh2Qr,6/7/2020 9:45,A Woman Scientist,"1,2,3,4,5,6,7,8,9,10",egend,0.8,0.76,0.82,0.78,0.81,0.76,0.84,0.79,0.81,0.79,0.84,0.87,4,5,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",lifesat,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,6.460422,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.8718201,-0.8182955,-1.0865841,-1.0313649,-0.884906,-0.966849,-1.0298003,-0.9588712,-0.9435329,-0.9920787,-0.9855549,-0.9579156,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",negaffect,0.9243366,0.9198901,1.0703853,0.9266996,0.9312765,1.0570666,0.9294482,0.9406549,1.045369,0.9324263,0.9483382,1.0351272,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",ideolrep,33.71636,32.48795,32.22611,32.76857,33.90602,35.30572,36.66247,37.71749,38.31951,38.42613,38.09934,37.47344,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",ideoldem,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,43.75,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",polar,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",iasian,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,0.3862821,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",easian,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",iafric,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,0.3175501,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",eafric,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,-0.0695762,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",igend,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.3617207,0.36,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_1hHgqlFAgXCR12p,6/7/2020 13:15,BRTWN,"1,2,3,4,5,6,7,8,9,10",egend,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,0.7912628,4,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_26gVPADEgjZU0WR,6/7/2020 15:00,The Forecasting Four,"1,2",lifesat,6.08,6.095,6.14,6.24,6.28,6.23,6.3,6.36,6.33,6.33,6.37,6.34,3,5,1,"1,2",20,1,5,100000,63000,49000,50000,60000,55000,45000,40000,30000,10000,5000,500,Intuition/Theory
R_1gSdkjbKq3WwAUh,6/7/2020 15:00,Dog's Sense,"1,2,3,4,5,6,9,10",lifesat,5.9,5.85,5.9,5.9,6,6.05,6.1,6.15,6.2,6.2,6.15,6.2,5,5,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_26gVPADEgjZU0WR,6/7/2020 15:00,The Forecasting Four,"1,2",posaffect,-1.23,-1.3,-1.17,-1.03,-1.06,-1.13,-0.85,-0.93,-0.99,-0.96,-1.05,-1.05,5,4,2,"1,2",21,1,5,100000,63000,49000,48000,60000,55000,45000,40000,30000,10000,5000,500,Intuition/Theory
R_26gVPADEgjZU0WR,6/7/2020 15:00,The Forecasting Four,"1,2",negaffect,1.35,1.42,1.15,1.02,1.15,1.03,0.92,0.93,0.86,0.95,1.08,1.02,5,4,2,"1,2",21,1,5,100000,63000,49000,48000,60000,55000,45000,40000,30000,10000,5000,500,Intuition/Theory
R_WBbdNjHbVRZjNuh,6/7/2020 16:55,The Nowcast,"3,4",ideolrep,35.56,37.48,38,38.5,38.75,39.25,39.5,38,38,38,38,38,3,5,1,"1,2,4",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_WBbdNjHbVRZjNuh,6/7/2020 16:55,The Nowcast,"3,4",ideoldem,43.64,47.34,47.5,47.75,48,48.5,49,47,47,47,47,47,3,5,1,"1,2,4",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_WBbdNjHbVRZjNuh,6/7/2020 16:55,The Nowcast,"3,4",polar,80,81,82,84,86,87,84,69,69,69,69,69,3,5,1,"1,2,4",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_1E9Vmltguj3p3XY,6/7/2020 17:00,Erebuni,"3,6",ideolrep,39,39,42,42,44,47,48,47,43,42,41,42,2,1,2,"1,2",1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1E9Vmltguj3p3XY,6/7/2020 17:00,Erebuni,"3,6",ideoldem,44,43,42,42,43,45,46,46,46,45,44,43,2,1,2,"1,2",1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_1E9Vmltguj3p3XY,6/7/2020 17:00,Erebuni,"3,6",easian,0.11,0.12,0.08,0.05,0.04,0.04,0.03,0.04,0.05,0.06,0.07,0.07,2,1,2,"1,2",3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory
R_3Jy3sJjiPQstAk5,6/7/2020 17:45,Turing Tesla Solutions,"3,4,6,8",ideolrep,38,40,38,35,37,39,40,38,38,38,38,38,4,5,2,"1,3",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3Jy3sJjiPQstAk5,6/7/2020 17:45,Turing Tesla Solutions,"3,4,6,8",ideoldem,47,46,48,49,47,45,43,45,45,45,45,45,4,5,2,"1,3",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3Jy3sJjiPQstAk5,6/7/2020 17:45,Turing Tesla Solutions,"3,4,6,8",polar,85,85,90,90,90,90,90,90,85,80,75,75,4,5,2,"1,3",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3Jy3sJjiPQstAk5,6/7/2020 17:45,Turing Tesla Solutions,"3,4,6,8",easian,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4,5,2,"1,3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",lifesat,6.466864398,6.504414616,6.461430361,6.442078542,6.475901354,6.516969375,6.558467428,6.607316913,6.570484303,6.54538518,6.553683794,6.540211432,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",posaffect,-0.873173682,-0.910349382,-1.217843669,-0.819901905,-0.997394541,-1.239215377,-0.775403768,-0.977202101,-1.242438419,-0.801102633,-0.970460188,-1.228454693,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",negaffect,0.910343301,0.969367576,1.05153724,0.908505415,1.085153205,1.168368394,0.84180282,1.035452499,1.119925162,0.886814508,0.954954982,1.094869617,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",ideolrep,37.7,37.82,37.47,37.82,38.39,39.6,40.81,42.07,41.29,41.27,39,37.75,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",ideoldem,42.02,43.5,43.04,43.68,44.42,45.31,46.39,46.37,45.26,45.26,44.98,43.78,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",polar,80.24174029,80.7775301,85.09134703,83.82331579,84.28443592,83.52094482,82.13165212,85.35223761,80.70364723,82.89639953,85.84834677,86.95055506,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",iasian,0.383885582,0.38736627,0.392929882,0.381804989,0.374938465,0.406350078,0.395405334,0.364075598,0.365747359,0.401363096,0.399738615,0.382545292,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",easian,-0.119958666,-0.032699172,-0.052320984,-0.060272824,-0.093413044,-0.046630526,-0.006919475,-0.065390885,-0.00985283,-0.051051269,-0.014881973,-0.022758481,3,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",iafric,0.324263837,0.320148181,0.32415888,0.318068152,0.306658465,0.316859224,0.317172336,0.316648202,0.318990459,0.318005158,0.314800286,0.319540675,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",eafric,-0.047,-0.015,-0.05,-0.091,-0.107,-0.085,-0.097,-0.076,-0.061,-0.061,-0.09,-0.085,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",igend,0.348083466,0.360394944,0.362556204,0.378618488,0.347102969,0.357999886,0.359875656,0.351917322,0.345989652,0.355424961,0.360681217,0.361636145,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_3JEIbGiTk6KLvTk,6/7/2020 19:23,heisenburg,"1,2,3,4,5,6,7,8,9,10",egend,0.792200085,0.854537673,0.851939563,0.812894592,0.772647057,0.81487281,0.792475746,0.762395095,0.685754666,0.740007489,0.756890284,0.827680076,2,1,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven
R_2sYluFkPNTpZKzL,6/7/2020 23:56,IPZ_predi,"3,4",ideolrep,39.62509537,41.63873291,41.64123154,41.64372635,41.64622498,41.6487236,41.65121841,41.65371704,41.62624741,41.62874222,41.63124084,41.63373947,5,9,1,"1,2,4",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
R_2sYluFkPNTpZKzL,6/7/2020 23:56,IPZ_predi,"3,4",ideoldem,45.66407776,44.43851089,44.58535385,44.73219681,44.87904358,45.02588654,45.17272949,45.31957245,43.70429611,43.85113907,43.99798203,44.14482498,5,9,1,"1,2,4",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed
